Unnamed: 0,Team,Player,Allstars,College,Play_Yrs,Games,Year,Pick,Player_ID,Season_ID,Conference,League_ID,Games_Played,Minutes,Points,O_Rebounds,D_Rebounds,Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Attempted,FG_Made,FT_Attempted,FT_Made,Three_Attempted,Three_Made
133,INJ,Andy Kostecka,False,Georgetown University,1,21,1948,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,INJ,Ray Lumpp,False,New York University,5,300,1948,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,INJ,Bob Paxton,False,University of North Carolina,0,0,1948,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,INJ,Jack Phoenix,False,University of Idaho,0,0,1948,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,INJ,Dick Wehr,False,Rice University,1,9,1948,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,MNL,Cliff Crandall,False,Oregon State University,0,0,1948,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,MNL,Arnie Ferrin,False,University of Utah,3,178,1948,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,MNL,Earl Gardner,False,DePauw University,1,50,1948,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,MNL,Dee Gibson,False,Western Kentucky University,1,44,1948,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,MNL,Ken Jastrow,False,University of Denver,0,0,1948,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,MNL,Bob Lowther,False,Louisiana State University,0,0,1948,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,MNL,Johnny Orr,False,Beloit College,1,34,1948,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,STB,Johnny Orr,False,Beloit College,1,34,1949,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,MNL,Junior Skogland,False,Gustavus Adolphus,0,0,1948,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,MNL,Quentin Stinson,False,Southern Illinois University,0,0,1948,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,NYK,Gene Berce,False,Marquette University,1,3,1948,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,NYK,Leland Byrd,False,West Virginia University,0,0,1948,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,NYK,Keith Grimes,False,East Central University,0,0,1948,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,NYK,Mel McGaha,False,University of Arkansas,1,51,1948,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,NYK,Ed Peterson,False,Cornell University,2,115,1948,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,NYK,Tex Ritter,False,Eastern Kentucky University,3,151,1948,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,NYK,Dick Shrider,False,Ohio University,1,4,1948,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,NYK,John Stanich,False,"University of California, Los Angeles",0,0,1948,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,PHW,William Brown,False,University of Maryland,0,0,1948,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,BOS,William Brown,False,Saint Peter's College,0,0,1982,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,PHW,Hugh Compton,False,University of Louisville,0,0,1948,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,PHW,Joe Nelson,False,Brigham Young University,0,0,1948,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,ROC,Joe Nelson,False,Brigham Young University,0,0,1950,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,PHW,Clint Pace,False,Pepperdine University,0,0,1948,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,PHW,Roy Pugh,False,Southern Methodist University,1,23,1948,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,PHW,Tom Short,False,Kansas Wesleyan,0,0,1948,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,PHW,Joe Wahl,False,University of Akron,0,0,1948,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,PHW,Andy Wolfe,False,University of California,0,0,1948,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,PRO,Al Bennett,False,Oklahoma State University,0,0,1948,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,PRO,Ed Faber,False,Trinity University,0,0,1948,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,PRO,Verl Heap,False,Arizona State University,0,0,1948,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,PRO,Otto Snellbacher,False,University of Kansas,0,0,1948,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,PRO,Brady Walker,False,Brigham Young University,4,228,1948,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,ROC,Alex Athas,False,Tulane University,0,0,1948,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,ROC,Bill Gabor,False,Syracuse University,6,307,1948,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,ROC,Ed Keim,False,Niagara University,0,0,1948,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,ROC,Leo Kubiak,False,Bowling Green State University,1,62,1948,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,ROC,Johnny Macknowski,False,Seton Hall University,2,117,1948,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,ROC,Lionel Melamed,False,City College of New York,0,0,1948,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,ROC,Hank O'Keefe,False,Canisius College,0,0,1948,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,ROC,Warren Stickel,False,Syracuse University,0,0,1948,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,ROC,Paul Yesavi,False,Niagara University,0,0,1948,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,STB,Jack Burmaster,False,University of Illinois at Urbana-Champaign,1,61,1948,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,STB,Gordon Flick,False,Drake University,0,0,1948,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,STB,John Hoppin,False,Dickinson College,0,0,1948,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,STB,Dan London,False,Washington University in Saint Louis,0,0,1948,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,STB,D. Miller,False,Saint Louis University,0,0,1948,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,STB,Easy Parham,False,Texas Wesleyan University,3,133,1948,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,STB,D.C. Wilcutt,False,Saint Louis University,2,59,1948,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,WSC,Fred Bartell,False,University of Oregon,0,0,1948,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,WSC,Ed Hughes,False,San Jose State University,0,0,1948,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,WSC,Thorton Jenkins,False,University of Missouri,0,0,1948,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,WSC,Leo Katkaveck,False,North Carolina State University,2,107,1948,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,WSC,C.T. Parker,False,Louisiana Tech University,0,0,1948,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,WSC,Jack Parkinson,False,University of Kentucky,1,4,1948,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,WSC,Don Walker,False,Sam Houston State University,0,0,1948,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,WSC,Al Williams,False,University of Arkansas,0,0,1948,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,NYK,Al Williams,False,Drake University,0,0,1970,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4737,SAS,Al Williams,False,University of North Texas,0,0,1980,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,MNL,Vern Mikkelsen,True,Hamline University,10,699,1948,114,mikkeve01,1950,West,NBA,1,0,11,0,0,9,1,0,0,0,0,11,4,4,3,0,0
194,MNL,Vern Mikkelsen,True,Hamline University,10,699,1948,114,mikkeve01,1956,West,NBA,1,21,6,0,0,9,1,0,0,0,0,10,3,4,0,0,0
194,MNL,Vern Mikkelsen,True,Hamline University,10,699,1948,114,mikkeve01,1955,West,NBA,1,22,16,0,0,9,2,0,0,0,0,13,5,7,6,0,0
194,MNL,Vern Mikkelsen,True,Hamline University,10,699,1948,114,mikkeve01,1954,West,NBA,1,25,16,0,0,9,1,0,0,0,0,15,7,3,2,0,0
194,MNL,Vern Mikkelsen,True,Hamline University,10,699,1948,114,mikkeve01,1952,West,NBA,1,19,6,0,0,6,3,0,0,0,0,13,3,0,0,0,0
194,MNL,Vern Mikkelsen,True,Hamline University,10,699,1948,114,mikkeve01,1951,West,NBA,1,23,12,0,0,10,0,0,0,0,0,8,5,2,2,0,0
195,STB,Ed Macauley,True,Saint Louis University,10,641,1948,115,macaued01,1950,East,NBA,1,0,20,0,0,6,1,0,0,0,0,12,7,7,6,0,0
195,STB,Ed Macauley,True,Saint Louis University,10,641,1948,115,macaued01,1955,East,NBA,1,20,4,0,0,2,3,0,0,0,0,9,1,4,2,0,0
195,STB,Ed Macauley,True,Saint Louis University,10,641,1948,115,macaued01,1954,East,NBA,1,27,6,0,0,4,2,0,0,0,0,5,1,5,4,0,0
195,STB,Ed Macauley,True,Saint Louis University,10,641,1948,115,macaued01,1953,East,NBA,1,25,13,0,0,1,3,0,0,0,0,11,4,6,5,0,0
195,STB,Ed Macauley,True,Saint Louis University,10,641,1948,115,macaued01,1952,East,NBA,1,35,18,0,0,7,3,0,0,0,0,12,5,8,8,0,0
195,STB,Ed Macauley,True,Saint Louis University,10,641,1948,115,macaued01,1951,East,NBA,1,28,15,0,0,7,3,0,0,0,0,7,3,9,9,0,0
195,STB,Ed Macauley,True,Saint Louis University,10,641,1948,115,macaued01,1956,West,NBA,1,19,7,0,0,5,3,0,0,0,0,6,3,2,1,0,0
196,PRO,Howie Shannon,False,Kansas State University,2,122,1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,INO,Alex Groza,True,University of Kentucky,2,130,1949,2,grozaal01,1950,West,NBA,1,0,17,0,0,13,1,0,0,0,0,16,8,1,1,0,0
198,FTW,Bob Harris,False,Oklahoma State University,5,325,1949,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,BOS,Tony Lavelli,False,Yale University,2,86,1949,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,PHW,Vern Gardner,False,University of Utah,3,151,1949,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,BLB,Ron Livingstone,False,University of Wyoming,2,117,1949,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,NYK,Dick McGuire,True,St. John's University,11,738,1949,7,mcguidi01,1958,West,NBA,1,24,5,0,0,3,3,0,0,0,0,7,2,2,1,0,0
202,NYK,Dick McGuire,True,St. John's University,11,738,1949,7,mcguidi01,1957,West,NBA,1,31,4,0,0,7,10,0,0,0,0,4,2,0,0,0,0
202,NYK,Dick McGuire,True,St. John's University,11,738,1949,7,mcguidi01,1950,East,NBA,1,0,6,0,0,5,10,0,0,0,0,4,3,0,0,0,0
202,NYK,Dick McGuire,True,St. John's University,11,738,1949,7,mcguidi01,1955,East,NBA,1,29,6,0,0,0,3,0,0,0,0,9,2,5,2,0,0
202,NYK,Dick McGuire,True,St. John's University,11,738,1949,7,mcguidi01,1954,East,NBA,1,25,3,0,0,3,6,0,0,0,0,2,1,2,1,0,0
202,NYK,Dick McGuire,True,St. John's University,11,738,1949,7,mcguidi01,1953,East,NBA,1,20,4,0,0,4,2,0,0,0,0,5,2,0,0,0,0
202,NYK,Dick McGuire,True,St. John's University,11,738,1949,7,mcguidi01,1951,East,NBA,1,18,11,0,0,1,4,0,0,0,0,0,0,3,1,0,0
203,WSC,Wah Wah Jones,False,University of Kentucky,3,140,1949,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,CHS,Jack Kerris,False,Loyola University of Chicago,4,271,1949,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,ROC,Pep Saul,False,Seton Hall University,6,384,1949,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,BOS,George Kaftan,False,College of the Holy Cross,5,212,1949,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,CHS,Ralph Beard,True,University of Kentucky,2,126,1949,12,beardra01,1950,West,NBA,1,0,6,0,0,3,2,0,0,0,0,8,3,3,0,0,0
208,FTW,John Oldham,False,Western Kentucky University,2,127,1949,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,INO,Leo Barnhorst,True,University of Notre Dame,5,344,1949,14,barnhle01,1952,West,NBA,1,13,2,0,0,3,2,0,0,0,0,2,1,1,0,0,0
209,INO,Leo Barnhorst,True,University of Notre Dame,5,344,1949,14,barnhle01,1951,West,NBA,1,23,14,0,0,2,2,0,0,0,0,16,7,1,0,0,0
210,NYK,Harry Donovan,False,Muhlenberg College,1,45,1949,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,PHW,Jim Nolan,False,Georgia Institute of Technology,1,5,1949,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,WSC,Jim Owens,False,Baylor University,0,0,1949,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3363,PHO,Jim Owens,False,Arizona State University,2,58,1973,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,BLB,Paul Gordon,False,University of Notre Dame,1,4,1949,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,BOS,Joe Mullaney,False,College of the Holy Cross,1,37,1949,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,CHS,Dike Eddleman,True,University of Illinois at Urbana-Champaign,4,267,1949,22,eddleth01,1951,West,NBA,1,26,2,0,0,2,2,0,0,0,0,3,1,0,0,0,0
217,CHS,Dike Eddleman,True,University of Illinois at Urbana-Champaign,4,267,1949,22,eddleth01,1950,West,NBA,1,0,7,0,0,0,3,0,0,0,0,9,2,5,3,0,0
218,FTW,Fred Schaus,True,West Virginia University,5,334,1949,23,schaufr01,1950,West,NBA,1,0,8,0,0,4,2,0,0,0,0,9,2,4,4,0,0
219,INO,Mac Otten,False,Bowling Green State University,1,59,1949,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,NYK,Ernie Vandeweghe,False,Colgate University,6,224,1949,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,PHW,Nelson Bobb,False,Temple University,4,227,1949,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,PRO,Ed Leede,False,Dartmouth College,2,121,1949,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,FTW,Jerry Nagel,False,Loyola University of Chicago,1,14,1949,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,INO,Bob Evans,False,Butler University,1,47,1949,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5587,UTA,Bob Evans,False,Southern Utah University,0,0,1984,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,PRO,Warren Perkins,False,Tulane University,2,126,1949,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,PRO,Ray Corley,False,Georgetown University,3,102,1949,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,STB,Earl Dodd,False,Truman State University,1,9,1949,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,WSC,Cliff Barker,False,University of Kentucky,3,149,1949,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,INO,Don Boven,False,Western Michigan University,3,195,1949,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,STB,John Pritchard,False,Drake University,1,7,1949,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,BOS,Duane Klueh,False,Indiana State University,2,113,1949,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,PRO,Bob Royer,False,Indiana State University,1,42,1949,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,BLB,Bill Evans,False,Drake University,0,0,1949,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,ROC,Bill Evans,False,University of Kentucky,0,0,1955,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,BLB,Tom Gallagher,False,St. Francis College,0,0,1949,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,BLB,Jim McMullen,False,Xavier University,0,0,1949,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,BLB,Eppa Rixey,False,Kenyon College,0,0,1949,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,BLB,Roger Wiley,False,University of Oregon,0,0,1949,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,BLB,Bill Zipple,False,Lafayette College,0,0,1949,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,BOS,Ed Little,False,Denver Junior College,0,0,1949,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,BOS,Jim Simpson,False,Bates College,0,0,1949,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,BOS,Emerson Speicher,False,Bowling Green State University,0,0,1949,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,BOS,Bill Tom,False,Rice University,0,0,1949,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,BOS,Bill Vandenburgh,False,University of Washington,0,0,1949,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,BOS,Russ Washburn,False,Colby College,0,0,1949,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,BOS,Bill Weight,False,Brigham Young University,0,0,1949,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,FTW,Dal Zuber,False,University of Toledo,0,0,1949,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,INO,Charlie Maas,False,Butler University,0,0,1949,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,INO,Jim O'Halloran,False,University of Notre Dame,0,0,1949,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,INO,J.L. Parks,False,Oklahoma State University,0,0,1949,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,MNL,Bob Harrison,True,University of Michigan,9,615,1949,55,harribo02,1955,West,NBA,1,25,5,0,0,0,1,0,0,0,0,7,2,2,1,0,0
251,MNL,Paul Walther,True,University of Tennessee,6,370,1949,56,walthpa01,1951,West,NBA,1,17,2,0,0,2,2,0,0,0,0,4,1,0,0,0,0
252,NYK,Don Bagley,False,University of Notre Dame,0,0,1949,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,NYK,Ken Kearns,False,University of Arkansas,0,0,1949,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,NYK,Bill Kleine,False,Missouri Valley College,0,0,1949,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,NYK,Bill Litchfield,False,Emporia State University,0,0,1949,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,NYK,Bob Prewitt,False,Southern Methodist University,0,0,1949,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,PRO,Paul Courty,False,University of Oklahoma,0,0,1949,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,PRO,Carl Schaeffer,False,University of Alabama,0,0,1949,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,PRO,Bill Tanzler,False,University of Florida,0,0,1949,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,PRO,Jack Theolan,False,DePaul University,0,0,1949,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,STB,Joe Crandall,False,Oregon State University,0,0,1949,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,STB,Jack Davidson,False,Stanford University,0,0,1949,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,SYR,Jack Davidson,False,"University of California, Los Angeles",0,0,1954,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,STB,Bob Retherford,False,University of Nebraska,0,0,1949,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,STB,Marv Schatzman,False,Saint Louis University,1,34,1949,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,STB,Eddie Van,False,Northwestern Oklahoma State University,0,0,1949,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,STB,Preston Ward,False,Missouri State University,0,0,1949,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,WSC,Maynard Haitcock,False,George Washington University,0,0,1949,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,WSC,Jim Lacy,False,Loyola College in Maryland,0,0,1949,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1950,East,NBA,1,0,15,0,0,7,0,0,0,0,0,12,7,2,1,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1961,East,NBA,1,21,4,0,0,2,0,0,0,0,0,12,2,0,0,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1960,East,NBA,1,17,17,0,0,2,1,0,0,0,0,12,6,6,5,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1959,East,NBA,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1958,East,NBA,1,30,16,0,0,8,0,0,0,0,0,15,4,9,8,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1957,East,NBA,1,29,24,0,0,8,2,0,0,0,0,17,11,2,2,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1956,East,NBA,1,26,13,0,0,5,0,0,0,0,0,13,6,2,1,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1955,East,NBA,1,28,13,0,0,7,1,0,0,0,0,13,5,5,3,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1954,East,NBA,1,23,9,0,0,2,2,0,0,0,0,9,4,2,1,0,0
269,PHW,Paul Arizin,True,Villanova University,10,713,1949,74,arizipa01,1951,East,NBA,1,32,26,0,0,6,0,0,0,0,0,13,9,8,8,0,0
270,BOS,Chuck Share,False,Bowling Green State University,9,596,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,BLB,Don Rehfeldt,False,University of Wisconsin,2,98,1950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,TRI,Bob Cousy,True,College of the Holy Cross,14,924,1950,3,cousybo01,1950,East,NBA,1,0,8,0,0,9,8,0,0,0,0,12,2,5,4,0,0
272,TRI,Bob Cousy,True,College of the Holy Cross,14,924,1950,3,cousybo01,1962,East,NBA,1,25,8,0,0,4,6,0,0,0,0,11,4,0,0,0,0
272,TRI,Bob Cousy,True,College of the Holy Cross,14,924,1950,3,cousybo01,1961,East,NBA,1,31,11,0,0,6,8,0,0,0,0,13,4,4,3,0,0
272,TRI,Bob Cousy,True,College of the Holy Cross,14,924,1950,3,cousybo01,1960,East,NBA,1,33,4,0,0,0,8,0,0,0,0,11,2,0,0,0,0
272,TRI,Bob Cousy,True,College of the Holy Cross,14,924,1950,3,cousybo01,1959,East,NBA,1,26,2,0,0,5,8,0,0,0,0,7,1,0,0,0,0
272,TRI,Bob Cousy,True,College of the Holy Cross,14,924,1950,3,cousybo01,1958,East,NBA,1,32,13,0,0,5,4,0,0,0,0,8,4,6,5,0,0
272,TRI,Bob Cousy,True,College of the Holy Cross,14,924,1950,3,cousybo01,1957,East,NBA,1,31,20,0,0,5,10,0,0,0,0,20,8,6,4,0,0
272,TRI,Bob Cousy,True,College of the Holy Cross,14,924,1950,3,cousybo01,1956,East,NBA,1,28,10,0,0,5,7,0,0,0,0,14,4,2,2,0,0
